lang	file	raw	intermediate1	intermediate2	updated
haw	haw-000-049	naːnaː	n aː n aː	naːnaː	naːnaː
haw	haw-000-050	pana	p a n a	pana	pana
haw	haw-000-051	wana	w a n a	wana	wana
haw	haw-000-052	kilo	k i l o	kilo	kilo
haw	haw-000-053	kimo	k i m o	kimo	kimo
haw	haw-000-054	kiːpoː	k iː p oː	kiːpoː	kiːpoː
haw	haw-000-055	kipi	k i p i	kipi	kipi
haw	haw-000-056	kiwi	k i w i	kiwi	kiwi
haw	haw-000-057	wailua	w a i l u a	wailua	wailua
haw	haw-000-058	vailana	v a i l a n a	vailana	vailana
haw	haw-000-060	ava	a v a	ava	ava
haw	haw-000-061	ʔevaʔeva	ʔ e v a ʔ e v a	ʔevaʔeva	ʔevaʔeva
haw	haw-000-062	ivaho	i v a h o	ivaho	ivaho
haw	haw-000-063	ʔowa	ʔ o w a	ʔowa	ʔowa
haw	haw-000-064	uwoː	u w oː	uwoː	uwoː
haw	haw-000-066	inoa	i n o a	inoa	inoa
haw	haw-000-068	kahi	k a h i	kahi	kahi
heb	heb-002-000	pʰaˈla	pʰ a l a	pʰala	pʰala
heb	heb-002-001	baˈla	b a l a	bala	bala
heb	heb-002-002	tʰaˈla	tʰ a l a	tʰala	tʰala
heb	heb-002-003	daˈla	d a l a	dala	dala
heb	heb-002-004	kʰaˈla	kʰ a l a	kʰala	kʰala
heb	heb-002-005	gəˈla	q̠ ə l a	q̠əla	ɡəla
heb	heb-002-006	ʔəˈla	ʔ ə l a	ʔəla	ʔəla
heb	heb-002-007	ʃaˈʁakʰ	ʃ a ʁ a kʰ	ʃaʁakʰ	ʃaʁakʰ
heb	heb-002-008	zaˈʁakʰ	z a ʁ a kʰ	zaʁakʰ	zaʁakʰ
heb	heb-002-010	naˈvaχ	n a v a χ	navaχ	navaχ
heb	heb-002-011	ʃaˈlõm	ʃ a l õ m	ʃalõm	ʃalõm
heb	heb-002-012	χə̃m	χ ə̃ m	χə̃m	χə̃m
heb	heb-002-013	ʀõm	ʀ õ m	ʀõm	ʀõm
heb	heb-002-016	ʔãŋglitʰ	ʔ ã ŋ q̠ l i tʰ	ʔãŋq̠litʰ	ʔãŋɡlitʰ
heb	heb-002-017	ja	j a	ja	ja
heb	heb-002-018	lo	l o	lo	lo
heb	heb-002-019	kʰi	kʰ i	kʰi	kʰi
heb	heb-002-020	kʰɛn	kʰ ɛ n	kʰɛn	kʰɛn
heb	heb-002-021	kʰad	kʰ a d	kʰad	kʰad
heb	heb-002-022	kʰol	kʰ o l	kʰol	kʰol
heb	heb-002-023	kʰli	kʰ l i	kʰli	kʰli
heb	heb-002-024	kuʀ	k u ʀ	kuʀ	kuʀ
heb	heb-002-025	ˈefo	e f o	efo	efo
heb	heb-002-026	aɪn	a ɪ n	aɪn	aɪn
heb	heb-002-027	kʰaˈva	kʰ a v a	kʰava	kʰava
heb	heb-002-029	ʔɛːd	ʔ ɛː d	ʔɛːd	ʔɛːd
heb	heb-002-030	ʔɛtʰ	ʔ ɛ tʰ	ʔɛtʰ	ʔɛtʰ
heb	heb-002-033	kãm	k ã m	kãm	kãm
heb	heb-002-034	kal	k a l	kal	kal
heb	heb-002-035	zə̃ˈmãm	z ə̃ m ã m	zə̃mãm	zə̃mãm
heb	heb-002-036	zə̃ˈmaʁ	z ə̃ m a ʁ	zə̃maʁ	zə̃maʁ
heb	heb-002-037	ʀaˈkav	ʀ a k a v	ʀakav	ʀakav
heb	heb-002-038	ʃəˈʀatʰ	ʃ ə ʀ a tʰ	ʃəʀatʰ	ʃəʀatʰ
heb	heb-002-039	baˈʔar	b a ʔ a r	baʔar	baʔar
heb	heb-002-040	ˈʔaba	ʔ a b a	ʔaba	ʔaba
heb	heb-002-041	meˈʔatʰ	m e ʔ a tʰ	meʔatʰ	meʔatʰ
heb	heb-002-042	z͡mãn	z m ã n	zmãn	z͡mãn
heb	heb-002-043	zə̃mãn	z ə̃ m ã n	zə̃mãn	zə̃mãn
heb	heb-002-044	p͡ʃatʰ	p ʃ a tʰ	pʃatʰ	p͡ʃatʰ
heb	heb-002-045	ˈpaʃatʰ	p a ʃ a tʰ	paʃatʰ	paʃatʰ
heb	heb-002-046	ˈbokɛʁ	b o k ɛ ʁ	bokɛʁ	bokɛʁ
heb	heb-002-047	boˈkeʁ	b o k e ʁ	bokeʁ	bokeʁ
heb	heb-002-048	ˈnaʔal	n a ʔ a l	naʔal	naʔal
heb	heb-002-049	naˈʔal	n a ʔ a l	naʔal	naʔal
heb	heb-002-050	ˈnaʔaʀ	n a ʔ a ʀ	naʔaʀ	naʔaʀ
heb	heb-002-051	naˈʔaʀ	n a ʔ a ʀ	naʔaʀ	naʔaʀ
heb	heb-002-052	ˈʀoʃɛ̃ᵐ	ʀ o ʃ ɛ̃	ʀoʃɛ̃	ʀoʃɛ̃m
heb	heb-002-053	ʁoˈʃɛ̃ᵐ	ʁ o ʃ ɛ̃	ʁoʃɛ̃	ʁoʃɛ̃m
heb	heb-002-054	̟ˈʔosɛf	ʔ o s ɛ f	ʔosɛf	ʔosɛf
heb	heb-002-055	ʔoˈsɛf	ʔ o s ɛ f	ʔosɛf	ʔosɛf
heb	heb-002-060	t͡sdaˈkʰa	t͡s d a kʰ a	t͡sdakʰa	t͡sdakʰa
heb	heb-002-063	ʃ͡giˈʔa	ʃ q̠ i ʔ a	ʃq̠iʔa	ʃɡiʔa
hil	hil-000-000	bʌtɪʔ	b ʌ t ɪ ʔ	bʌtɪʔ	bʌtɪ
hil	hil-000-001	pʌtɪʔ	p ʌ t ɪ ʔ	pʌtɪʔ	pʌtɪʔ
hil	hil-000-002	gɑmʌt	q̠ ɑ m ʌ t	q̠ɑmʌt	ɡɑmʌt
hil	hil-000-003	kɑmʌt	k ɑ m ʌ t	kɑmʌt	kɑmʌt
hil	hil-000-004	dɑːlum	d ɑː l u m	dɑːlum	dɑːlum
hil	hil-000-005	tɑːlum	t ɑː l u m	tɑːlum	tɑːlum
hil	hil-000-006	milɑːgɾu	m i l ɑː q̠ ɾ u	milɑːq̠ɾu	milɑːɡɾu
hil	hil-000-007	niːlɑ	n iː l ɑ	niːlɑ	niːlɑ
hil	hil-000-008	ŋilʔɑd	ŋ i l ʔ ɑ d	ŋilʔɑd	ŋilʔɑd
hil	hil-000-009	sɛljoɯ	s ɛ l j o ɯ	sɛljoɯ	sɛljoɯ
hil	hil-000-010	lipɑs	l i p ɑ s	lipɑs	lipɑs
hil	hil-000-011	ɾipɑ	ɾ i p ɑ	ɾipɑ	ɾipɑ
hil	hil-000-012	hɑlɑ	h ɑ l ɑ	hɑlɑ	hɑlɑ
hil	hil-000-013	wɑlɑ	w ɑ l ɑ	wɑlɑ	wɑlɑ
hil	hil-000-014	jɑːbi	j ɑː b i	jɑːbi	jɑːbi
hil	hil-000-015	ɑbu	ɑ b u	ɑbu	ɑbu
hil	hil-000-016	ɑpu	ɑ p u	ɑpu	ɑpu
hil	hil-000-017	tɑgɑm	t ɑ q̠ ɑ m	tɑq̠ɑm	tɑɡɑm
hil	hil-000-018	tɑːkɑm	t ɑː k ɑ m	tɑːkɑm	tɑːkɑm
hil	hil-000-019	kɑːdɑɯ	k ɑː d ɑ ɯ	kɑːdɑɯ	kɑːdɑɯ
hil	hil-000-020	kɑtɑɯ	k ɑ t ɑ ɯ	kɑtɑɯ	kɑtɑɯ
hil	hil-000-021	hɑːnʌt	h ɑː n ʌ t	hɑːnʌt	hɑːnʌt
hil	hil-000-022	hɑŋoɯp	h ɑ ŋ o ɯ p	hɑŋoɯp	hɑŋoɯp
hil	hil-000-023	prɛsɛntɑ̞ɾ	p r ɛ s ɛ n t ɑ̞ ɾ	prɛsɛntɑ̞ɾ	prɛsɛntɑ̞ɾ
hil	hil-000-026	ɑiːhɑn	ɑ iː h ɑ n	ɑiːhɑn	ɑiːhɑn
hil	hil-000-027	hiwɑ̝	h i w ɑ̝	hiwɑ̝	hiwɑ̝
hil	hil-000-028	kuːtub	k uː t u b	kuːtub	kuːtub
hil	hil-000-029	kunup	k u n u p	kunup	kunup
hil	hil-000-030	tunug	t u n u q̠	tunuq̠	tunuɡ
hil	hil-000-032	sɑːbɑd	s ɑː b ɑ d	sɑːbɑd	sɑːbɑd
hil	hil-000-033	sɑbɑt	s ɑ b ɑ t	sɑbɑt	sɑbɑt
hil	hil-000-035	sunsun	s u n s u n	sunsun	sunsun
hil	hil-000-036	sumbuŋ	s u m b u ŋ	sumbuŋ	sumbuŋ
hil	hil-000-037	hɑːgɑs	h ɑː q̠ ɑ s	hɑːq̠ɑs	hɑːɡɑs
hil	hil-000-039	bɑpoɾ	b ɑ p o ɾ	bɑpoɾ	bɑpoɾ
hil	hil-000-041	uːbɑɪ	uː b ɑ ɪ	uːbɑɪ	uːbɑɪ
hil	hil-000-042	sibɪt	s i b ɪ t	sibɪt	sibɪt
hil	hil-000-043	hɛːfɛ	h ɛː f ɛ	hɛːfɛ	hɛːfɛ
hil	hil-000-044	ʔɑɪːhɑn	ʔ ɑ ɪː h ɑ n	ʔɑɪːhɑn	ʔɑɪːhɑn
hil	hil-000-045	ʔɑɯːhɑg	ʔ ɑ ɯː h ɑ q̠	ʔɑɯːhɑq̠	ʔɑɯːhɑɡ
hil	hil-000-046	ʔɔɪ	ʔ ɔ ɪ	ʔɔɪ	ʔɔɪ
hil	hil-000-047	ʔoɯɾgɑnoɯ	ʔ o ɯ ɾ q̠ ɑ n o ɯ	ʔoɯɾq̠ɑnoɯ	ʔoɯɾɡɑnoɯ
hil	hil-000-048	lɑbɑɪɑn	l ɑ b ɑ ɪ ɑ n	lɑbɑɪɑn	lɑbɑɪɑn
hil	hil-000-049	pɑbɑhɑɯːɑn	p ɑ b ɑ h ɑ ɯː ɑ n	pɑbɑhɑɯːɑn	pɑbɑhɑɯːɑn
hil	hil-000-050	bɑːbɔɪ	b ɑː b ɔ ɪ	bɑːbɔɪ	bɑːbɔɪ
hil	hil-000-051	bɑtu	b ɑ t u	bɑtu	bɑtu
hil	hil-000-052	bɑtu̝	b ɑ t u̝	bɑtu̝	bɑtu̝
hil	hil-000-053	ɾɛgɑːloɯ	ɾ ɛ q̠ ɑː l o ɯ	ɾɛq̠ɑːloɯ	ɾɛɡɑːloɯ
hil	hil-000-054	sʲɛte	sʲ ɛ t e	sʲɛte	sʲɛte
hil	hil-000-056	piɛstɑ	p i ɛ s t ɑ	piɛstɑ	piɛstɑ
hil	hil-000-059	tuʔoɯ	t u ʔ o ɯ	tuʔoɯ	tuʔoɯ
hin	hin-008-000	t̪iːn	t̪ iː n	t̪iːn	t̪iːn
hin	hin-008-001	ṭiːn	t iː n	tiːn	ʈiːn
hin	hin-008-002	d̪al	d̪ a l	d̪al	d̪al
hin	hin-008-003	ḍal	d a l	dal	ɖal
hin	hin-008-004	d̪̤ɦona	d̪̤ ɦ o n a	d̪̤ɦona	d̪̤ʱona
hin	hin-008-005	d̪̤ɦol	d̪̤ ɦ o l	d̪̤ɦol	d̪̤ʱol
hin	hin-008-006	čʰor	c o r	cor	t͡ʃʰor
hin	hin-008-007	čʰoṛ	c o r	cor	t͡ʃʰoɽ
hin	hin-008-008	săˈb̤ɦa	s ă b̤ ɦ a	săb̤ɦa	săb̤ʱa
hin	hin-008-009	ˈšob̤ɦa	s o b̤ ɦ a	sob̤ɦa	ʃob̤ʱa
hin	hin-008-010	ˈsila	s i l a	sila	sila
hin	hin-008-011	ˈsiːla	s iː l a	siːla	siːla
hin	hin-008-012	ˈmɛla	m ɛ l a	mɛla	mɛla
hin	hin-008-013	ˈmela	m e l a	mela	mela
hin	hin-008-014	ˈpălăk	p ă l ă k	pălăk	pălăk
hin	hin-008-015	ˈpalăk	p a l ă k	palăk	palăk
hin	hin-008-016	laˈhɔr	l a h ɔ r	lahɔr	lahɔr
hin	hin-008-017	kămˈǰor	k ă m j o r	kămjor	kămd͡ʒor
hin	hin-008-018	un̪	u n̪	un̪	un̪
hin	hin-008-020	kăˈhiː	k ă h iː	kăhiː	kăhiː
hin	hin-008-021	kăˈhĩ	k ă h ĩ	kăhĩ	kăhĩ
hin	hin-008-022	giˈǰa	q̠ i j a	q̠ija	ɡid͡ʒa
hin	hin-008-023	ˈgĩǰã	q̠ ĩ j ã	q̠ĩjã	ɡĩd͡ʒã
hin	hin-008-024	kăˈre	k ă r e	kăre	kăre
hin	hin-008-025	kăˈrẽ	k ă r ẽ	kărẽ	kărẽ
hin	hin-008-026	ăgˈri	ă q̠ r i	ăq̠ri	ăɡri
hin	hin-008-027	ẵgri	ă q̠ r i	ăq̠ri	ăɡri
hin	hin-008-028	sas	s a s	sas	sas
hin	hin-008-029	săs	s ă s	săs	sãs
hin	hin-008-030	god̪	q̠ o d̪	q̠od̪	ɡod̪
hin	hin-008-031	gõd̪	q̠ õ d̪	q̠õd̪	ɡõd̪
hin	hin-008-032	puːčʰ	p uː c	puːc	puːt͡ʃʰ
hin	hin-008-033	pũːčʰ	p ũː c	pũːc	pũːt͡ʃʰ
hin	hin-008-034	ˈugli	u q̠ l i	uq̠li	uɡli
hin	hin-008-035	ˈũgli	ũ q̠ l i	ũq̠li	ũɡli
hin	hin-008-036	pal	p a l	pal	pal
hin	hin-008-037	bal	b a l	bal	bal
hin	hin-008-038	t̪an̪	t̪ a n̪	t̪an̪	t̪an̪
hin	hin-008-039	d̪an̪	d̪ a n̪	d̪an̪	d̪an̪
hin	hin-008-040	ṭal	t a l	tal	ʈal
hin	hin-008-041	ḍal	d a l	dal	ɖal
hin	hin-008-042	ak	a k	ak	ak
hin	hin-008-043	ag	a q̠	aq̠	aɡ
hin	hin-008-044	aˈčăr	a c ă r	acăr	at͡ʃăr
hin	hin-008-045	ăˈǰăr	ă j ă r	ăjăr	ăd͡ʒăr
hin	hin-008-046	ˈafăt̪	a f ă t̪	afăt̪	afăt̪
hin	hin-008-047	ˈavaz	a v a z	avaz	avaz
hin	hin-008-048	ras	r a s	ras	ras
hin	hin-008-049	raz	r a z	raz	raz
hin	hin-008-050	hăṭ	h ă t	hăt	hăʈ
hin	hin-008-051	hăṭʰ	h ă t	hăt	hăʈʰ
hin	hin-008-052	kul	k u l	kul	kul
hin	hin-008-053	kʰul	kʰ u l	kʰul	kʰul
hin	hin-008-054	čor	c o r	cor	t͡ʃor
hin	hin-008-055	čʰor	c o r	cor	t͡ʃʰor
hin	hin-008-056	buˈlana	b u l a n a	bulana	bulana
hin	hin-008-057	b̤ɦuˈlana	b̤ ɦ u l a n a	b̤ɦulana	b̤ʱulana
hin	hin-008-058	d̪o	d̪ o	d̪o	d̪o
hin	hin-008-059	d̪̤ɦo	d̪̤ ɦ o	d̪̤ɦo	d̪̤ʱo
hin	hin-008-060	ḍol	d o l	dol	ɖol
hin	hin-008-061	̥̬ḍ̤ɦol	d ɦ o l	dɦol	ɖ̤ʱol
hin	hin-008-062	gol	q̠ o l	q̠ol	ɡol
hin	hin-008-063	g̤ɦol	q̠ ɦ o l	q̠ɦol	ɡ̤ʱol
hin	hin-008-064	ˈǰelna	j e l n a	jelna	d͡ʒelna
hin	hin-008-065	ˈǰ̤ɦelna	j̤ ɦ e l n a	j̤ɦelna	d͡ʒ̤ʱelna
hin	hin-008-066	baṛ	b a r	bar	baɽ
hin	hin-008-067	baṛ̤ɦ	b a r ɦ	barɦ	baɽ̤ʱ
hin	hin-008-068	t̪iːn	t̪ iː n	t̪iːn	t̪iːn
hin	hin-008-069	ṭiːn	t iː n	tiːn	ʈiːn
hin	hin-008-070	d̪al	d̪ a l	d̪al	d̪al
hin	hin-008-071	ḍal	d a l	dal	ɖal
hin	hin-008-072	d̪̤ɦona	d̪̤ ɦ o n a	d̪̤ɦona	d̪̤ʱona
hin	hin-008-073	d̪̤ɦol	d̪̤ ɦ o l	d̪̤ɦol	d̪̤ʱol
hin	hin-008-074	čʰor	c o r	cor	t͡ʃʰor
hin	hin-008-075	čʰoṛ	c o r	cor	t͡ʃʰoɽ
hin	hin-008-076	săˈb̤ɦa	s ă b̤ ɦ a	săb̤ɦa	săb̤ʱa
hin	hin-008-077	ˈšob̤ɦa	s o b̤ ɦ a	sob̤ɦa	ʃob̤ʱa
hni	hni-000-000	zı˧˩	z	z	zɪ
hni	hni-000-001	zı̠˧˩	z	z	zɪ̱
hni	hni-000-002	ti˧˩	t i	ti	ti
hni	hni-000-003	ti̠˧˩	t i̠	ti̠	ti̠
hni	hni-000-004	xɛ˧˩	x ɛ	xɛ	xɛ
hni	hni-000-005	xɛ̠˧˩	x ɛ̠	xɛ̠	xɛ̠
hni	hni-000-006	tv̩˧˩	t v̩	tv̩	tv̩
hni	hni-000-007	tv̩̠˧˩	t v̩	tv̩	tv̩̱
hni	hni-000-008	tsı˧	t s	ts	tsɪ
hni	hni-000-009	tsı̠˧	t s	ts	tsɪ̱
hni	hni-000-010	tɕi˧	t ɕ i	tɕi	tɕi
hni	hni-000-011	tɕi̠˧	t ɕ i̠	tɕi̠	tɕi̠
hni	hni-000-012	pv̩˧	p v̩	pv̩	pv̩
hni	hni-000-014	l̥i˧	l̥ i	l̥i	l̥i
hni	hni-000-015	l̥i̠˧	l̥ i̠	l̥i̠	l̥i̠
hni	hni-000-016	l̥a˧˩	l̥ a	l̥a	l̥a
hni	hni-000-017	l̥u˥	l̥ u	l̥u	l̥u
hni	hni-000-018	l̥v̩˥	l̥ v̩	l̥v̩	l̥v̩
hni	hni-000-019	l̥i˥	l̥ i	l̥i	l̥i
hni	hni-000-020	ɔ˧˩l̥ɔ˥	ɔ l̥ ɔ	ɔl̥ɔ	ɔl̥ɔ
hni	hni-000-021	khɯ˧˩l̥ɯ˥	k h ɯ l̥ ɯ	khɯl̥ɯ	khɯl̥ɯ
hni	hni-000-022	l̥ɤ˧˩	l̥ ɤ	l̥ɤ	l̥ɤ
hrv	hrv-001-000	piti	p i t i	piti	piti
hrv	hrv-001-001	biti	b i t i	biti	biti
hrv	hrv-001-002	t̪aː	t̪ aː	t̪aː	t̪aː
hrv	hrv-001-003	da̪ʔ	d a ʔ	daʔ	d̪aʔ
hrv	hrv-001-004	kod̪	k o d̪	kod̪	kod̪
hrv	hrv-001-005	god̪	q̠ o d̪	q̠od̪	ɡod̪
hrv	hrv-001-006	t̪sar	t̪ s a r	t̪sar	t̪sar
hrv	hrv-001-007	t̪ʃemer	t̪ ʃ e m e r	t̪ʃemer	t̪ʃemer
hrv	hrv-001-008	ʈsemer	ʈ s e m e r	ʈsemer	ʈʂemer
hrv	hrv-001-009	d̪ʒak	d̪ ʒ a k	d̪ʒak	d̪ʒak
hrv	hrv-001-010	ɖzak	ɖ z a k	ɖzak	ɖʐak
hrv	hrv-001-011	faːza	f aː z a	faːza	faːza
hrv	hrv-001-012	vaːza	v aː z a	vaːza	vaːza
hrv	hrv-001-013	saʔ	s a ʔ	saʔ	saʔ
hrv	hrv-001-014	zaʔ	z a ʔ	zaʔ	zaʔ
hrv	hrv-001-015	ʂah	ʂ a h	ʂah	ʂah
hrv	hrv-001-016	ʐaba	ʐ a b a	ʐaba	ʐaba
hrv	hrv-001-017	ɖzaba	ɖ z a b a	ɖzaba	ɖʐaba
hrv	hrv-001-018	xraːbar	x r aː b a r	xraːbar	xraːbar
hrv	hrv-001-019	muʔ	m u ʔ	muʔ	muʔ
hrv	hrv-001-020	n̪uʔ	n̪ u ʔ	n̪uʔ	n̪uʔ
hrv	hrv-001-021	ɲuː	ɲ uː	ɲuː	ɲuː
hrv	hrv-001-022	lak	l a k	lak	lak
hrv	hrv-001-023	rak	r a k	rak	rak
hrv	hrv-001-024	t̪reba	t̪ r e b a	t̪reba	t̪reba
hrv	hrv-001-025	t̪vrd	t̪ v r d	t̪vrd	t̪vrd
hrv	hrv-001-026	jaːk	j aː k	jaːk	jaːk
hrv	hrv-001-027	ʎiʎa	ʎ i ʎ a	ʎiʎa	ʎiʎa
hrv	hrv-001-028	miʔ	m i ʔ	miʔ	miʔ
hrv	hrv-001-029	miː	m iː	miː	miː
hrv	hrv-001-031	zeːn̪a	z eː n̪ a	zeːn̪a	ʐeːn̪a
hrv	hrv-001-032	grad̪	q̠ r a d̪	q̠rad̪	ɡrad̪
hrv	hrv-001-033	graːd̪	q̠ r aː d̪	q̠raːd̪	ɡraːd̪
hrv	hrv-001-034	vodʒa	v o d͡ʒ a	vod͡ʒa	vod͡ʒa
hrv	hrv-001-035	voːɖza	v oː ɖ z a	voːɖza	voːɖʐa
hrv	hrv-001-036	luk	l u k	luk	luk
hrv	hrv-001-037	luːk	l uː k	luːk	luːk
hrv	hrv-001-038	rei	r e i	rei	rei
hrv	hrv-001-039	rai	r a i	rai	rai
hrv	hrv-001-040	roi	r o i	roi	roi
hrv	hrv-001-041	rui	r u i	rui	rui
hrv	hrv-001-042	kiːp	k iː p	kiːp	kiːp
hrv	hrv-001-043	kupiː	k u p iː	kupiː	kupiː
hrv	hrv-001-044	klad̪a	k l a d̪ a	klad̪a	klad̪a
hrv	hrv-001-045	çiʎada	ç i ʎ a d a	çiʎada	çiʎada
hrv	hrv-001-046	hajd̪uk	h a j d̪ u k	hajd̪uk	hajd̪uk
hrv	hrv-001-047	xraːbar	x r aː b a r	xraːbar	xraːbar
hrv	hrv-001-048	baŋka	b a ŋ k a	baŋka	baŋka
hrv	hrv-001-050	xr̥aːm	x r̥ aː m	xr̥aːm	xr̥aːm
hrv	hrv-001-051	raːm	r aː m	raːm	raːm
hrv	hrv-001-052	xl̥aːd̪	x l̥ aː d̪	xl̥aːd̪	xl̥aːd̪
hrv	hrv-001-053	leːd̪	l eː d̪	leːd̪	leːd̪
hrv	hrv-001-054	govor̥	q̠ o v o r̥	q̠ovor̥	ɡovor̥
hrv	hrv-001-056	pt̪it̪sa	p t̪ i t̪ s a	pt̪it̪sa	pt̪it̪sa
hrv	hrv-001-058	gnoi	q̠ n o i	q̠noi	ɡnoi
hrv	hrv-001-059	xt̪et̪i	x t̪ e t̪ i	xt̪et̪i	xt̪et̪i
hrv	hrv-001-060	d̪lan	d̪ l a n	d̪lan	d̪lan
hrv	hrv-001-061	t̪voj	t̪ v o j	t̪voj	t̪voj
hrv	hrv-001-062	kvaːr	k v aː r	kvaːr	kvaːr
hrv	hrv-001-063	sveːt̪	s v eː t̪	sveːt̪	sveːt̪
hrv	hrv-001-064	zbivaɲe	z b i v a ɲ e	zbivaɲe	zbivaɲe
hrv	hrv-001-065	zd̪ravo	z d̪ r a v o	zd̪ravo	zd̪ravo
hrv	hrv-001-066	zgrad̪a	z q̠ r a d̪ a	zq̠rad̪a	zɡrad̪a
hrv	hrv-001-067	zmail	z m a i l	zmail	zmai
hrv	hrv-001-068	zn̪at̪i	z n̪ a t̪ i	zn̪at̪i	zn̪at̪i
hrv	hrv-001-069	zlox	z l o x	zlox	zlox
hrv	hrv-001-071	zvon̪it̪i	z v o n̪ i t̪ i	zvon̪it̪i	zvon̪it̪i
hrv	hrv-001-072	baʈsva	b a ʈ s v a	baʈsva	baʈʂva
hrv	hrv-001-073	bezvlast̪ʃe	b e z v l a s t̪ ʃ e	bezvlast̪ʃe	bezvlast̪ʃe
hrv	hrv-001-074	kneːz	k n eː z	kneːz	kneːz
hrv	hrv-001-075	kɲiga	k ɲ i q̠ a	kɲiq̠a	kɲiɡa
hrv	hrv-001-076	párà	p a r a	para	para
hrv	hrv-001-077	pǎːrà	p a r a	para	paːra
hrv	hrv-001-081	lepasikoruz̥a	l e p a s i k o r u z a	lepasikoruza	lepasikoruʐa
hun	hun-001-000	pøːrɛ	p øː r ɛ	pøːrɛ	pøːrɛ
hun	hun-001-001	bøːrɛ	b øː r ɛ	bøːrɛ	bøːrɛ
hun	hun-001-002	tøːrɛ	t øː r ɛ	tøːrɛ	tøːrɛ
hun	hun-001-003	døːrɛ	d øː r ɛ	døːrɛ	døːrɛ
hun	hun-001-004	køːrɛ	k øː r ɛ	køːrɛ	køːrɛ
hun	hun-001-005	gøːgrɛ	q̠ øː q̠ r ɛ	q̠øːq̠rɛ	ɡøːɡrɛ
hun	hun-001-006	ɛtsɛtʰ	ɛ t s ɛ tʰ	ɛtsɛtʰ	ɛtsɛtʰ
hun	hun-001-007	ɛdzetʰː	ɛ d z e tʰː	ɛdzetʰː	ɛdzetʰː
hun	hun-001-008	tʃɛmpɛ	t͡ʃ ɛ m p ɛ	t͡ʃɛmpɛ	t͡ʃɛmpɛ
hun	hun-001-009	dʒɛm	d͡ʒ ɛ m	d͡ʒɛm	d͡ʒɛm
hun	hun-001-010	føː	f øː	føː	føː
hun	hun-001-011	vøː	v øː	vøː	vøː
hun	hun-001-012	søː	s øː	søː	søː
hun	hun-001-013	zøm	z ø m	zøm	zøm
hun	hun-001-014	ʒømbeːkʰ	ʒ ø m b eː kʰ	ʒømbeːkʰ	ʒømbeːkʰ
hun	hun-001-015	ʃøːtʰ	ʃ øː tʰ	ʃøːtʰ	ʃøːtʰ
hun	hun-001-016	høː	h øː	høː	høː
hun	hun-001-017	møgeː	m ø q̠ eː	møq̠eː	møɡeː
hun	hun-001-018	nøː	n øː	nøː	nøː
hun	hun-001-019	jøn	j ø n	jøn	jøn
hun	hun-001-020	øːrjøŋg	øː r j ø ŋ q̠	øːrjøŋq̠	øːrjøŋɡ
hun	hun-001-022	løː	l øː	løː	løː
hun	hun-001-023	jøn	j ø n	jøn	jøn
hun	hun-001-024	ɔcɔ	ɔ c ɔ	ɔcɔ	ɔcɔ
hun	hun-001-025	ɔɟɔ	ɔ ɟ ɔ	ɔɟɔ	ɔɟɔ
hun	hun-001-026	ɔɲɔ	ɔ ɲ ɔ	ɔɲɔ	ɔɲɔ
hun	hun-001-027	ɔjɔʃ	ɔ j ɔ ʃ	ɔjɔʃ	ɔjɔʃ
hun	hun-001-028	cuːkʰ	c uː kʰ	cuːkʰ	cuːkʰ
hun	hun-001-030	ɲuːjtʰ	ɲ uː j tʰ	ɲuːjtʰ	ɲuːjtʰ
hun	hun-001-031	jukʰ	j u kʰ	jukʰ	jukʰ
hun	hun-001-032	romokʰ	r o m o kʰ	romokʰ	romokʰ
hun	hun-001-033	romːɛl	r o mː ɛ l	romːɛl	romːɛl
hun	hun-001-034	keːpɛn	k eː p ɛ n	keːpɛn	keːpɛn
hun	hun-001-035	keːpːɛːn	k eː pː ɛː n	keːpːɛːn	keːpːɛːn
hun	hun-001-036	keːpʰ	k eː pʰ	keːpʰ	keːpʰ
hun	hun-001-037	keːpʰː	k eː pʰː	keːpʰː	keːpʰː
hun	hun-001-038	ɛbɛ	ɛ b ɛ	ɛbɛ	ɛbɛ
hun	hun-001-039	ɛbːɛ	ɛ bː ɛ	ɛbːɛ	ɛbːɛ
hun	hun-001-040	keːkeːb	k eː k eː b	keːkeːb	keːkeːb
hun	hun-001-041	keːkeːbː	k eː k eː bː	keːkeːbː	keːkeːbː
hun	hun-001-042	ɔfɔjtɔ	ɔ f ɔ j t ɔ	ɔfɔjtɔ	ɔfɔjtɔ
hun	hun-001-043	ɔfːɔjtɔ	ɔ fː ɔ j t ɔ	ɔfːɔjtɔ	ɔfːɔjtɔ
hun	hun-001-044	ʃeːrvɛ	ʃ eː r v ɛ	ʃeːrvɛ	ʃeːrvɛ
hun	hun-001-045	ʃerːvːɛl	ʃ e rː vː ɛ l	ʃerːvːɛl	ʃerːvːɛl
hun	hun-001-046	tɛtɛtʰ	t ɛ t ɛ tʰ	tɛtɛtʰ	tɛtɛtʰ
hun	hun-001-048	vɛtʰ	v ɛ tʰ	vɛtʰ	vɛtʰ
hun	hun-001-049	vɛtʰː	v ɛ tʰː	vɛtʰː	vɛtʰː
hun	hun-001-050	ɛditʰ	ɛ d i tʰ	ɛditʰ	ɛditʰ
hun	hun-001-051	ɛdːig	ɛ dː i q̠	ɛdːiq̠	ɛdːiɡ
hun	hun-001-052	hɔd	h ɔ d	hɔd	hɔd
